//ItemIndex   EffectIndex   EffectValue   EffectLevel   ColorR   ColorG   ColorB   ColorSize   ColorMain   ColorSide
  6351        32002         01             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         02             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         03             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         04             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         05             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         06             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         07             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         08             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         09             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         10             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         11             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         12             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         13             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         14             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         15             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         16             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         17             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         18             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         19             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         20             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         21             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         22             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         23             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         24             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         25             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         26             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         27             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         28             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         29             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         30             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         31             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         32             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         33             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         34             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         35             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         36             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         37             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         38             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         39             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         40             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         41             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         42             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         43             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         44             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         45             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         46             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         47             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         48             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         49             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         50             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         51             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         52             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         53             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         54             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         55             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         56             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         57             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         58             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         59             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         60             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         61             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         62             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         63             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         64             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         65             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         66             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         67             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         68             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         69             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         70             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         71             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         72             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         73             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         74             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         75             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         76             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         77             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         78             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         79             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         80             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         81             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         82             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         83             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         84             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         85             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         86             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         87             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         88             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         89             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         90             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         91             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         92             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         93             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         94             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         95             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         96             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         97             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         98             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         99             0             1.0     0.0     0.0       1.0         0.0         0.5
  6351        32002         100            0             1.0     0.0     0.0       1.0         0.0         0.5
end
