//	Group	Item	Effect	Bone	Scale	Red	Green	Blue	Pos	SubT
	12	166	32002	12	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	13 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	14 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	15 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	16 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	17 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	18 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	19 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	20 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	21 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	22 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	23 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	24 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	25 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	26 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	27 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	28 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	29 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	30 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	31 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	32 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	33 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	34 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	35 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	36 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	37 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	38 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	39 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	40 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	41 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	42 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	43 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	44 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	45 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	46 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	47 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	48 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	49 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	50	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	51 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	52 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	53 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	54 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	55 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	56 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	57 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	58 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	59 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	60 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	61 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	62 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	63 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	64 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	65 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	66 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	67 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	68 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	69 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	70 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	71 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	72 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	73 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	74 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	75 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	76 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	77 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	78 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	79 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	80 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	81 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	82 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	83 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	84 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	85 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	86 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	87 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	88 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	89 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	90 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	91 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	92 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	93 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	94 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	95 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	96 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	97 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	98 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	99 	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	100     0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	101	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	102     0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	103     0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	104	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	105	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	106	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	107	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	108	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	109	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	110	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	111	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	112	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	113	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	114	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	115	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	116	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	117	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	118	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	119	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	120	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	121	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	122	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	123	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	124	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	125	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	126	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	127	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	128	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	129	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	130	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	131	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	132	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	133	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	134	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	135	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	136	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	137	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	138	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	139	0.9	0.80	0.40	0.30	0.001	0
	12	166	32002	140	0.9	0.80	0.40	0.30	0.001	0
