INDEX	32002	18	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	19	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	20	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	21	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	22	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	23	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	24	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	25	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	26	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	27	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	28	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	29	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	30	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	31	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	34	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	35	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	36	0	0.5	0.5	1.00	2.0	0.0	0.0
INDEX	32002	37	0	0.5	0.5	1.00	2.0	0.0	0.0
