INDEX	32113	18	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	19	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	20	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	21	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	22	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	23	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	24	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	25	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	26	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	27	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	28	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	29	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	30	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	31	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	34	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	35	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	36	0	0.5	0.5	1.00	3.5	0.4	0.3
INDEX	32113	37	0	0.5	0.5	1.00	3.5	0.4	0.3
