INDEX 	32101 	5 	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	6 	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	9 	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	10 	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	11	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	12	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	13	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	14	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	15	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	16	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	17	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	18	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	19	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2
INDEX	32101 	20	0 	1.51 	0.31 	0.35 	17.0 	0.0 	0.2






